content,cleaned_content,reviewId,userName,userImage,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
"very good, keef it off","very good, keef it off",97baf337-bb5d-48ea-91b2-9024ad4c9079,ABUBAKAR ISAH,https://play-lh.googleusercontent.com/a-/ALV-UjXa86TNDwFOaiGv1S5gEpvdLAMp2PkrMgbNVqgzTk8S_EswkEuE,5,0,1.60.0,25/02/2026 20:08,"Hi Isah,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:29,1.60.0,moniepoint
This app is 100% Legit,this app is 100 legit,7fbaa272-2730-419d-bf44-53445c12f1d9,Christina Sunday,https://play-lh.googleusercontent.com/a/ACg8ocJ_rWmmKz8hRHEEkdQefOomLB-ZwwuopmVXeUYHtVmBeKdzCQ=mo,5,0,1.61.0,25/02/2026 19:23,"Hi Sunday,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:28,1.61.0,moniepoint
so far so good,so far so good,c7557e3b-9ed5-466e-bec5-eaeeca865742,Victor Anthony,https://play-lh.googleusercontent.com/a-/ALV-UjXuIOdLuZ-CYpDvLF5tlCXkLAiFolG3iPIZXwSVytFOsflsn10,4,0,1.62.0,25/02/2026 19:12,"Hello Victor, We’re glad you’re enjoying our app! Please consider giving us a 5-star rating to keep us motivated to serve you better. Thank you.",25/02/2026 22:28,1.62.0,moniepoint
the transfer was excellent 👌👍,the transfer was excellent,9490f564-6267-4425-8d8f-6bb8814ec993,Nelson Mandela Iyoha,https://play-lh.googleusercontent.com/a-/ALV-UjXORNo_ImBz0-EwogWJQR-rKfburL8_32rVFJ1ugzTAdC7Oqw8,5,0,1.62.0,25/02/2026 18:53,"Hi Nelson,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:28,1.62.0,moniepoint
It good It is simple and easy It is everybody's everything I just love it It the best app have ever seen,it good it is simple and easy it is everybody's everything i just love it it the best app have ever seen,e2c72518-b10f-4c1f-a326-7d56c8f37059,Isaiah Oluwademilade,https://play-lh.googleusercontent.com/a-/ALV-UjV3BsV-8iais8_iRkN77cId38Lx7Xr-bD3lXSynxV-eiyDvZj4,5,0,,25/02/2026 18:20,"Hi Isaiah,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:31,,moniepoint
Wonderful in terms of Marketing!🤍👌🏻,wonderful in terms of marketing,5f723219-16f4-40d4-9f2d-4ddc090a5e51,Abdurrahim Habib,https://play-lh.googleusercontent.com/a-/ALV-UjWNUcgeMGnbozGXDAXtszJrfBgeU-8mLxfCJX2D3usqc-ULw8XN,5,0,,25/02/2026 18:04,"Hi Habib,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:31,,moniepoint
"The App is so amazing, I recommend it as an excellent reliable monetary transaction agent.","the app is so amazing, i recommend it as an excellent reliable monetary transaction agent.",8ac3ceb7-28c4-4336-8d69-e5795df4bda0,Abba Baba,https://play-lh.googleusercontent.com/a/ACg8ocLWAD32gOlvzYohJoeIzBhEME_MsEkItGulXw-JoXWvAnR1_Q=mo,5,0,1.62.0,25/02/2026 17:42,"Hi Abba,
We’re glad to hear you’re enjoying our App. Thanks for your feedback and for being a valued user.",25/02/2026 22:32,1.62.0,moniepoint
You too good somehow to me,you too good somehow to me,51600364-cb0e-46ab-bb05-edb47b1db339,Ojerinde Olamilekan,https://play-lh.googleusercontent.com/a/ACg8ocKGddPNdUKouUWDs4AmEq0pKN6VfK5IaXdfnlVHfHXGXvSrmg=mo,4,0,1.60.0,25/02/2026 17:40,"Hello Olamilekan, We’re glad you’re enjoying our app! Please consider giving us a 5-star rating to keep us motivated to serve you better. Thank you.",25/02/2026 22:33,1.60.0,moniepoint
hello pls u guys charge too much for sms fee,hello pls u guys charge too much for sms fee,050ce898-b7d0-4042-8a24-de1da132abb2,Divine Onyemaizu,https://play-lh.googleusercontent.com/a-/ALV-UjW2DV1XTCR25LEWMxPJywYhIXsAcddHTpyOfO3Dzd9UBYzJ2I3n,1,0,1.58.0,25/02/2026 17:38,Hello! We appreciate your feedback. Please note that the SMS charge is for monthly alert notifications. You can turn this off on the app by going to Settings → Notification Preferences → Turn off SMS alerts to avoid further deductions.,25/02/2026 22:53,1.58.0,moniepoint
reliable and fast in connection,reliable and fast in connection,790ebc72-2c40-449c-bb63-096cb9b33e8a,Edisemi Remember,https://play-lh.googleusercontent.com/a/ACg8ocIe0ya9jxunbwyhss0Cn1Ja9aRs-DYQ1SZz-nwXRbuOofnIoA=mo,4,0,1.61.0,25/02/2026 17:30,"Thank you Edisemi, If you enjoy using the app, please rate us 5 stars. It would encourage us to continue improving the product!",25/02/2026 22:48,1.61.0,moniepoint
Good and reliable,good and reliable,694aa91e-84e7-446f-b171-cc7d2ee5b7dd,Oluboka Racheal,https://play-lh.googleusercontent.com/a-/ALV-UjUoVDoq8uhjYPJAmhkJe2AZUBPRaQCgsHdFHIdrTAoWkCfiqW1g,5,0,1.62.0,25/02/2026 17:26,Hello Racheal. Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.,25/02/2026 22:46,1.62.0,moniepoint
"Wow! Great reward for withdrawals 😁 I never believed it was real till I ""withdrew my accumulated earnings"". Thanks moniepoint","wow great reward for withdrawals i never believed it was real till i ""withdrew my accumulated earnings"". thanks moniepoint",0e77b2fb-7ca5-4a0c-8b8a-c35a2b86d1b5,kume Oghwere,https://play-lh.googleusercontent.com/a/ACg8ocKNL7uwMtYkI9TeQ1jPVkq-8JsZTAxUYGT3SyGoxlC-A6LvlA=mo,5,0,1.62.0,25/02/2026 17:18,"Hello Kume, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",25/02/2026 22:46,1.62.0,moniepoint
80%steady network,80 %steady network,95116e22-3de3-495e-8c68-f10584015642,Uc Mail,https://play-lh.googleusercontent.com/a/ACg8ocL5lnglapPhrjw5H6PQm58oqwGAhCbxfkuMnq1RujbS6_AIlg=mo,5,0,1.62.0,25/02/2026 17:05,"Hello, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",25/02/2026 22:46,1.62.0,moniepoint
great and fast 👍,great and fast,7723aeff-0c7a-4618-a8cf-6f96630001ce,Chris goldman,https://play-lh.googleusercontent.com/a-/ALV-UjUIFIBwVdiS49dG11eF0gETT10RqU1IDEFMrjqIQcH1aTIND0xy,5,0,1.62.0,25/02/2026 16:56,"Hello Chris, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",25/02/2026 22:45,1.62.0,moniepoint
thee best,thee best,9b65c2cc-6392-4d75-943a-a006bb70ebcb,Musa Sani,https://play-lh.googleusercontent.com/a-/ALV-UjVZVzJzFqSeP4OoELZIqnQ9wMaerLI7MKzf3gMejkh9hcRAe2CS,5,0,1.62.0,25/02/2026 16:53,"Hello Sani, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",25/02/2026 22:45,1.62.0,moniepoint
User friendly,user friendly,a57d39c0-848d-493b-9251-0b3a6fedc940,Olaitan Ganiyu,https://play-lh.googleusercontent.com/a/ACg8ocKJvmkt6piq6eYFdbSS3qqTlPAuCkxjOEZkJWd0nQ24622ZWQ=mo,5,0,1.62.0,25/02/2026 16:42,"Hello Ganiyu, Thank you for taking your time to leave us a 5star rating. We are thrilled to hear that you had a nice experience. We look forward to serving you even better.",25/02/2026 22:45,1.62.0,moniepoint
so lovely,so lovely,1ee31133-2d77-44f4-91ad-754f8ec87e9f,Patient gift Asehaefe,https://play-lh.googleusercontent.com/a/ACg8ocKNyypmuwlmggbUk9EYAIZsxzDHmNz0Tr_PQN5R6FMSjefbWQ=mo,4,0,1.57.1,25/02/2026 16:32,"Hello, We’re glad you’re enjoying our app! Please consider giving us a 5-star rating to keep us motivated to serve you better. Thank you.",25/02/2026 22:57,1.57.1,moniepoint
just love it,just love it,69c2832a-0c6e-4095-9b6e-8456c3144d3c,Eric Wilson,https://play-lh.googleusercontent.com/a/ACg8ocIFdNNxH0Z8TnthCEhYOfwYoCH73lv2ntKsm27M7tg7_sG5Sg=mo,5,0,,25/02/2026 15:33,"Hi Eric,
Thank you for leaving us a 5-star rating! We truly appreciate your support and look forward to serving you even better.",25/02/2026 23:01,,moniepoint
A nice app but at times network dey disturb,a nice app but at times network dey disturb,7205d4f2-6c33-4fb9-9829-47a8a04d9236,Nwakpa Blessing,https://play-lh.googleusercontent.com/a-/ALV-UjWj70kRrVOnK-l1e-g8SlX8bwazivoJ40i8v3s3ajGB1C4ldLzo,1,0,1.62.0,25/02/2026 15:24,"Hello Blessing, Thank you for your feedback! We're glad to hear you find the service fast and satisfying. We sincerely apologize for the network instability you've experienced. Our team is constantly working to improve service reliability, and we appreciate your patience and understanding.",25/02/2026 23:08,1.62.0,moniepoint
it's so easy to make transactions,it's so easy to make transactions,cebbed1e-f9ff-437b-adc2-83f1ac66be34,Bamisebi Olanike,https://play-lh.googleusercontent.com/a/ACg8ocJiMoGQbeiyhsDla13PrfZM8-uKXzggeUmbv_42HaI8COmlhg=mo,5,0,1.61.0,25/02/2026 15:12,"Hi Bamisebi,
Thank you for leaving us a 5-star rating! We truly appreciate your support and look forward to serving you even better.",25/02/2026 23:02,1.61.0,moniepoint
not that bad,not that bad,0e6455f0-f504-4ac1-ba5b-28997c40e321,Emelda Samuel,https://play-lh.googleusercontent.com/a/ACg8ocIOcomfHkarYDGGoE_vna2F06Wfl1FJWXbYmSGRkazgcweeNA=mo,2,1,1.61.0,25/02/2026 14:54,"Hello, If you like our App, please consider giving us a 5-star rating to keep us motivated to serve you better. Thank you.",18/02/2026 11:00,1.61.0,moniepoint
Good.,good.,2650d8d7-ed28-4649-8f35-859b72ef8a73,Richard Mark,https://play-lh.googleusercontent.com/a/ACg8ocJTY0ZtLbev0EH820KgXv4rltOB2jWGbXuQ1hQ4KQ0eQa-hDg=mo,5,0,,25/02/2026 14:53,"Hi Mark,
Thank you for leaving us a 5-star rating! We truly appreciate your support and look forward to serving you even better.",25/02/2026 23:02,,moniepoint
I like moniepoint because is good app save money and manything,i like moniepoint because is good app save money and manything,5432aca5-d573-4013-a090-fcabd93584f3,Omo Tosho,https://play-lh.googleusercontent.com/a/ACg8ocJdN_3B6zM7i_c5IG13CQ1a4KVh3cls5BD6ULPOHI-4LOmKog=mo,5,0,,25/02/2026 14:46,"Hi Omo,

We truly appreciate your feedback. It’s a pleasure having you with us, and we’re glad you’re using our app. We hope to keep giving you the best experience.",25/02/2026 22:54,,moniepoint
super security app best ever,super security app best ever,fe775978-e853-4bd0-8a20-ca74d225af92,Auwal Usman,https://play-lh.googleusercontent.com/a/ACg8ocKo4giQmfuPWLwj58nhy4CtihldibTYuNOMKHMK-S4l56W7PA=mo,5,0,,25/02/2026 14:42,"Hi Auwal,
We truly appreciate your feedback. It’s a pleasure having you with us, and we’re glad you’re using our app. We hope to keep giving you the best experience.",25/02/2026 22:53,,moniepoint
it's very easy in operations,it's very easy in operations,20f6bd78-dcb0-468f-8bc5-5db5b08eda09,Harrison Sunday,https://play-lh.googleusercontent.com/a-/ALV-UjWCuTMopcrX1Z07loUkGOUlhp0I2dU8Vdqn9-fl_XEj8T8bOo4,4,0,8.1.2.431,27/02/2026 3:23,"Hi, @Harrison Sunday. Thank you for your positive review💃 what can we do to get your five-star rating?
We'd love to hear from you on how we can serve you better!
Thank you for choosing OPay. A.G.",27/02/2026 9:18,8.1.2.431,opay
excellent and accurate,excellent and accurate,779aa882-2617-4bd3-89bd-2ce5b02d85f3,Shinning Miracle Gabriel,https://play-lh.googleusercontent.com/a/ACg8ocK5P0_OvdHk4e2OPyX-3Rb_VaZ6KyZ-tiDmPWtOpeTCf6SVHQ=mo,5,0,,27/02/2026 3:22,"Hi, @Shinning Miracle Gabriel. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 9:23,,opay
are are need help and done,are are need help and done,34a354c0-3134-4079-9a46-93de09e2b86e,Adey Danjuma,https://play-lh.googleusercontent.com/a/ACg8ocIIa3XAl3c8K7dJtRQrFp7QjlRaNBAVBbzDBnF8aZL6AKVMUQ=mo,5,0,8.1.2.431,27/02/2026 3:10,"Hi, @Adey Danjuma. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 11:46,8.1.2.431,opay
horrible,horrible,d2e98f9f-2241-40d3-8cfc-5adf063cb65b,Martha,https://play-lh.googleusercontent.com/a/ACg8ocIq9OaK35-6x7uGiMJzwKD3fJVRETFSPPScNiTU2c4zaUHqOQ=mo,1,0,8.1.2.431,27/02/2026 2:34,"Hi, @Martha. We regret the experience you had.
Please give us another chance to resolve the issue. Please provide your email address.
Thank you for choosing OPay. A.G.",27/02/2026 9:27,8.1.2.431,opay
"when you talk smooth banking, choose opay, no further explanation","when you talk smooth banking, choose opay, no further explanation",c1a40e5c-3348-4de1-b2cc-778d57deeac7,Oluwatosin oluwashina Ogunlana,https://play-lh.googleusercontent.com/a/ACg8ocKsUOcE4cFTduVdqkjK72_XEK1UdgrdBUysnp6K5ipk-e_5ZQ=mo,5,0,8.1.2.431,27/02/2026 2:12,"Hi, @Oluwatosin oluwashina Ogunlana. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 9:30,8.1.2.431,opay
opa is very nice application,opa is very nice application,82c96245-b776-45de-b548-4ea213e5b063,Kabiru Abdussalam,https://play-lh.googleusercontent.com/a-/ALV-UjWU2cjrt4Ypkd-Pu3SnLjEdu2zq9ZLE4dRhfuq7i2-x-PIQ7X4,5,0,7.42.0.407,27/02/2026 1:50,"Hi, @CustomerHandle. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 9:35,7.42.0.407,opay
I love opay,i love opay,80afa032-1d2a-4632-8a09-8f8b97d4a31f,Favour Lenwi,https://play-lh.googleusercontent.com/a-/ALV-UjVdWYfvQZ9J8_3Xog1bN7FvkzUfDnUibRA71Wsj5Pe0bzv0nVU,5,0,8.1.2.431,27/02/2026 1:34,"Hi, @Favour Lenwi. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:38,8.1.2.431,opay
Effective for all my current transactions,effective for all my current transactions,8fe8caf5-36af-417a-a12a-a997fcdc17a5,Precious Sampson‐Wichegbule,https://play-lh.googleusercontent.com/a-/ALV-UjWZ4aU9GItPtGmBGglpUV2lztN3-CFFjwSc9oaz2rAdfDSw9cY,5,0,8.2.1.434,27/02/2026 1:27,"Hi, @Precious Sampson‐Wichegbule. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:38,8.2.1.434,opay
I like moany N ow,i like moany n ow,196d7019-913b-4c7a-87de-cbb8d7058119,salihu aminu,https://play-lh.googleusercontent.com/a/ACg8ocKm0jn-56qUDcY6nIvy9JuZhE8gUVlblwb6sditEf3XonFk6g=mo,3,0,,27/02/2026 1:25,"Hi, @salihu aminu. We're glad you like the APP.
We'd love you to rate us higher; please tell us how, so we can serve you better.
Thank you for choosing OPay. A.G.",27/02/2026 9:40,,opay
So good nd easy to access,so good nd easy to access,f85d3c57-7343-4211-b8f5-9f58736958fe,chris emmanuel,https://play-lh.googleusercontent.com/a/ACg8ocJ7mimYC7dfn4MbBpBiYamDx27w3l9rQ8Hkd0QKJsHxTEm8NA=mo,4,0,,27/02/2026 1:15,"Hi, @chris emmanuel. Thank you for your positive review💃 what can we do to get your five-star rating?
We'd love to hear from you on how we can serve you better!
Thank you for choosing OPay. A.G.",27/02/2026 9:47,,opay
though I haven't used it it's just my first time but I know it will be of great help to me and the rest user,though i haven't used it it's just my first time but i know it will be of great help to me and the rest user,fcb4b4b0-b082-4a21-8b25-3ab6285cfa7e,Julius Jatto,https://play-lh.googleusercontent.com/a-/ALV-UjWyTMLxZoPr4nZvmhK_K2vlZ34AKG6A6HWOgUzkvdDr7pbZxW0G,5,0,,27/02/2026 1:06,"Hi, @Julius Jatto. Thank you for reviewing the App.
Our products and services are broad to make your financial planning easier, along with a quick customer service experience.
Ready to explore all the features 😍? Login to the OPay app.
Thank you for choosing OPay. A.G.",27/02/2026 9:50,,opay
Best whishes opay,best whishes opay,24480f96-1b45-4075-91c6-c1c348cd7444,Abdulrahman Aliyu,https://play-lh.googleusercontent.com/a/ACg8ocLwwz2do3-lTIfCE10ChE1z3jeusNwcaMVRwtfJ92wPaKTpYw=mo,5,0,8.1.2.431,27/02/2026 0:51,"Hi, @Abdulrahman Aliyu. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:55,8.1.2.431,opay
Okay is a very reliable app it's good to go,okay is a very reliable app it's good to go,8996f542-d9c8-4a9f-8f99-242ee322029f,Adekunle Waris,https://play-lh.googleusercontent.com/a/ACg8ocI05QbvGNtb3wNYX6ahut-_tdlwtL7EvJr3lUEOScWTbrQlqg=mo,5,0,7.43.2.417,27/02/2026 0:46,"Hi, @Adekunle Waris. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:57,7.43.2.417,opay
Trustworthy,trustworthy,53c8ae7b-3b14-491c-ac33-c8139308fb5c,Chukwuma Kingsley,https://play-lh.googleusercontent.com/a-/ALV-UjUzqHueWRQxA_nSwqDT-e0g7pSnTff9IepUQIN65DY80w_MVAML,5,0,8.2.1.434,27/02/2026 0:40,"Hi, @Chukwuma Kingsley. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:58,8.2.1.434,opay
Opay is very good and very happy,opay is very good and very happy,48cbf6b5-595c-40fa-8c98-f27e1beaa4a6,Seriki Sodiq,https://play-lh.googleusercontent.com/a-/ALV-UjWIEVqSLUwhKwHJo1x6TM5UlpdVlKNQTx1cSz4s-WlmzQlbGuE,5,0,,27/02/2026 0:38,"Hi, @Seriki Sodiq. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:58,,opay
I really appreciate it thanks,i really appreciate it thanks,936e4f86-994a-481f-a57e-f0ef10d28431,Muazu Morning,https://play-lh.googleusercontent.com/a/ACg8ocK23mcLhcW1xc-n8sKS7-eXXgc21Fv1bna1dsqPr-w05ljGSw=mo,5,0,7.42.0.407,27/02/2026 0:35,"Hi, @Muazu Morning. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 9:59,7.42.0.407,opay
The bank App is very fascinating that it provides other saving services for financial stability and benefits.,the bank app is very fascinating that it provides other saving services for financial stability and benefits.,67c2a2b0-5763-4c19-91ec-b1dc57393b19,Bassi 4P,https://play-lh.googleusercontent.com/a/ACg8ocLhV7K_Ubc1Whn-LS5kKD-VYE-HMjOpJ-pB6CZT9TlMBrB7gYY=mo,5,0,8.2.1.434,27/02/2026 0:18,"Hi, @Bassi 4P. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:01,8.2.1.434,opay
shipping company,shipping company,81bc9d05-5d78-411a-afae-b943dffd118d,Daniel Cash,https://play-lh.googleusercontent.com/a-/ALV-UjUV_Ko9LieOT4Wy9orlPr-09MeqIM23jOvJzutLDtdZG715Kw,5,0,7.43.2.417,27/02/2026 0:10,"Hi, @Daniel Cash. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:03,7.43.2.417,opay
thank you,thank you,e16d96bb-f714-4a37-9010-7b6c7db8ae1d,Ayomide Effizy,https://play-lh.googleusercontent.com/a/ACg8ocK9t5iELDj0HRcsiV_4wiaTjrPihwkZGJRTJyFBjAZ2ChrlYw=mo,5,0,8.1.2.431,27/02/2026 0:09,"Hi, @Ayomide Effizy. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:04,8.1.2.431,opay
really cool 😎,really cool,6757499c-f93f-490c-83ab-b38ff3d04521,Daniel Philip,https://play-lh.googleusercontent.com/a-/ALV-UjUYgW8L5WgbfyKeHtEyQISSodD40V8C-u4C6EEWyIs-pgMJ4u7G,5,0,8.1.2.431,26/02/2026 23:56,"Hi, @Daniel Philip. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:04,8.1.2.431,opay
best for online banking 💯 reliable,best for online banking reliable,7ce02e00-147f-4966-bb12-d2da487358b0,Chidiebere Nnamani,https://play-lh.googleusercontent.com/a-/ALV-UjWTto67KJffik1o9yqJQwfad2zMT3zP9lo3XNT5vo15kp1AKNo9,5,0,8.2.1.434,26/02/2026 23:43,"Hi, @Chidiebere Nnamani. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:10,8.2.1.434,opay
The Best mobile Banking App ever,the best mobile banking app ever,dd2a8fd4-96d8-448f-9f4e-4ea082bbe426,Abubakar Umar,https://play-lh.googleusercontent.com/a-/ALV-UjWdmCOA9d4piTTO75CW6qS5zazzn4sTJPmC1Zz3abF2Nkdzlfb6,5,0,8.0.3.425,26/02/2026 23:38,"Hi, @Abubakar Umar. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:11,8.0.3.425,opay
Negative to me in terms of loans,negative to me in terms of loans,bfeaa0dd-0761-4461-a319-a2de5da1e212,Smart Cozy,https://play-lh.googleusercontent.com/a-/ALV-UjWBhg-enM62M4HYRnjeoGZqo8O11Cvfpq5yED-8KWM148Cp-jMF,5,0,8.2.1.434,26/02/2026 23:34,"Hi, @Smart Cozy. We're sorry for the inconvenience you've experienced. We’d like to discuss your complaint further to ensure a quick resolution. Please provide your email address. Thank you for choosing OPay. A.G.",27/02/2026 10:12,8.2.1.434,opay
THIS IS THE BEST ONLINE BANK,this is the best online bank,bc24d793-c96f-4fbd-a60f-bc5b9f56f70d,Iheanacho Daniel,https://play-lh.googleusercontent.com/a/ACg8ocJTauMG01P5WlcFUKvYlNLBYEi9luLiZF4PUqbPPZGrWr4Kbw=mo,5,0,,26/02/2026 23:26,"Hi, @Iheanacho Daniel. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:16,,opay
i like it,i like it,ef2dcbdc-a751-4541-acf4-a5d7f012965c,Linus Ketimu,https://play-lh.googleusercontent.com/a/ACg8ocLRS_0Z9asnIEU6xDvigg9X5hHHRMFsghu5coNSdZLA0rUHzrI-=mo,5,0,8.0.3.425,26/02/2026 23:17,"Hi, @Linus Ketimu. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:18,8.0.3.425,opay
fast and reliable app.,fast and reliable app.,b8d1c68c-e632-494c-97aa-4f5af5bde777,Oladun Felix,https://play-lh.googleusercontent.com/a-/ALV-UjWXaGaPwnGvz0k1PVLqgK9odELJb1dRtqMJytIygJ6bhwkQp9Dc,5,1,8.2.1.434,26/02/2026 22:59,"Hi, @Oladun Felix. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:20,8.2.1.434,opay
OPay is the best among the best.,opay is the best among the best.,1aef78d1-09c5-4973-96bb-b5b77b52eacc,Christogonus uneze,https://play-lh.googleusercontent.com/a-/ALV-UjWzfnr9-dKPeAGxwhFUD95U6dETACS9i6RA4_PFIR4aPvjp2DqQ,5,0,8.2.1.434,26/02/2026 22:58,"Hi, @Christogonus uneze. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:21,8.2.1.434,opay
it's my best and mainly used banking app as a Nigerian,it's my best and mainly used banking app as a nigerian,4269c851-2ed8-4a95-af95-f169346d99a7,Cek Square,https://play-lh.googleusercontent.com/a-/ALV-UjUD25kyNfOfBtoLkZCJmF9bB_HbzxLKq6X2oFZwnetkfE5XStkn,5,0,8.1.2.431,26/02/2026 22:54,"Hi, @Cek Square. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:22,8.1.2.431,opay
"best transaction APP so far, really love the user interface and the absence of excessive charges that other apps take . would rate 10 if there were more ..🙌","best transaction app so far, really love the user interface and the absence of excessive charges that other apps take . would rate 10 if there were more ..",cebd2bdf-3a99-424e-9d50-df114e55c951,Onyeabor Chidera,https://play-lh.googleusercontent.com/a/ACg8ocL2uSRxpAufGHFWA2PNVeLfiM_guzufzTVwESp5aV7fTjmkxQ=mo,5,0,7.41.3.405,26/02/2026 22:52,"Hi, @Onyeabor Chidera. Amazing feedback 😍! We are delighted to have you as one of our customers. Please do recommend OPay to your friends & family. Thank you for choosing OPay. A.G.",27/02/2026 10:25,7.41.3.405,opay
just Soo 👍😊😊😊,just soo,cf971571-50e5-4ad2-8d7a-5b2d4ee27c7f,Daniel Aladin,https://play-lh.googleusercontent.com/a/ACg8ocLX6OQ8RuRxz_XGOfQmdGrlEgvtKbDtQdyRDecDYX0viD_L7A=mo,4,0,8.2.1.434,26/02/2026 22:51,"Hi, @Daniel Aladin. Thank you for your rating! We’re eager to earn your five-star🕺.
What can we do to serve you even better? We’d love to hear your thoughts!
Thank you for choosing OPay. A.G.",27/02/2026 10:27,8.2.1.434,opay
I love this app,i love this app,508ef80e-f5d9-4dcb-b305-d1ae5a756648,God Day,https://play-lh.googleusercontent.com/a-/ALV-UjXLAN9UlP9DiSMHBMVYCRYK6cF7XhdDFhn89PVh_02Q-mnCs2c,5,0,8.1.2.431,26/02/2026 22:41,"Hi, @God Day. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:34,8.1.2.431,opay
well done opay,well done opay,11949880-4ac8-46f8-84b0-3ec506098725,victor iweh,https://play-lh.googleusercontent.com/a-/ALV-UjX_RBxWEUzSKXcVjNzFk03CysOoISLICKUzjx3ZeYb_DZbjR4M,1,0,8.1.2.431,26/02/2026 22:41,"Hi, @victor iweh.
Your comment suggests that you are not satisfied with our service.
Please provide your email address.
Thank you for choosing OPay. A.G.",27/02/2026 10:35,8.1.2.431,opay
Tap on a clip to paste it in the text box.Tap on a clip to paste it in the text box.,tap on a clip to paste it in the text box.tap on a clip to paste it in the text box.,21bfe7dc-a29e-4fee-a087-37f0da9d44a3,Dozzy Samuel,https://play-lh.googleusercontent.com/a/ACg8ocJKkB3wxl1X_qFedmid5wJdX12XpqqiG3cHl4Tknb_ywUfKhg=mo,5,0,,26/02/2026 22:40,"Hi, @Dozzy Samuel. Thank you for sharing your fantastic experience with us and your friends!🙇♀️. We hope to see you again. Thank you for choosing OPay. A.G.",27/02/2026 10:36,,opay
